message,table
"[충청남도청]오늘 서해안 지역 호우경보와 만조시간(6시~10시, 18시~22시)이 겹치므로 침수피해 우려되니 서해안에 계신분들은 침수대비를 철저히 하시기 바랍니다 ",HR
"[진천군청]오늘 05시 부로 진천군 호우경보발효. 산사태위험지역,하천변 등 위험지역에서는 가족, 이웃과 정보를 공유하고 유사시 안전한 곳으로 대피하시기 바랍니다. ",HR
[천안시청] 호우경보 및 산사태 위기경보 심각단계. 침수 및 산사태우려지역 주민분들은 안전에 유의하여 주시고 유사시 안전한 곳으로 대피하시기 바랍니다. ,HR
"[안양시청] 호우경보 발효 중. 금일 많은 비가 예보되어 있으니 시민들께서는 하천, 저지대, 산지, 급경사지 등 위험지역 접근금지. 안전에 유의하시기 바랍니다. ",HR
"[군포시청] 호우경보 발효중. 저지대, 침수우려지역, 하천변, 산사태위험지역 접근금지 및 외출자제. 안전에 유의하시기 바랍니다. ",HR
[충청남도청] 현재 충남 전역에 산사태 심각단계 및 호우경보가 발령되었으니 저지대 주민들과 산사태취약지역 주민들은 안전한 곳으로 대피하여 주시기 바랍니다 ,HR
[계룡시청] 호우경보 및 산사태 위기경보 심각단계. 저지대 및 산사태취약지역 주민분들은 안전한 곳으로 대피하여 주시기 바랍니다. ,HR
[천안시청] 호우경보 발효에 따라 시민분들은 안전에 유의하여 주시고 외출 및 차량운행을 가급적 자제하여 주시기 바랍니다. ,HR
[홍성군청] 호우경보 발효 중 ▲집중호우 우려▲외출 및 차량 운행 자제 ▲하천변·저지대·산사태 위험 지역 접근금지 등 안전에 유의하시기 바랍니다. ,HR
[종로구청]호우경보 발효 중. 오늘 많은 비가 예보되어 있으니 축대 및 절개지 인근 주민분들께서는 주변을 살펴보시고 이상징후 발생시 신속한 대피 및 신고바랍니다. ,HR
"[영등포구청]현재 호우경보 발효되어 내일까지 300mm 강우가 예고되어 있습니다. 관내하천변(한강,도림천,안양천) 전면통제중이니 하천 접근을 삼가주시기 바랍니다. ",HR
[남원시청] 오늘 10시 남원지역 호우경보 해제. 계속된 호우로 지반이 약해진 가운데 침수지역등 위험지역의 접근을 자제하고 안전에 유의하시기 바랍니다 ,HR
[천안시청] 천안지역 호우경보 발효. 수위상승 우려되오니 하천변 접근 및 산책을 금지하여 주시기 바랍니다. ,HR
"[임실군청] 오늘 10시 임실 호우경보 해제. 계속된 호우로 지반이 약해진 가운데 침수지역, 산사태우려지역등 위험지역 접근을 자제하고 안전에 유의하시기 바랍니다. ",HR
[안산시청] 호우경보 발효 중 ▲집중호우 우려▲외출 및 차량 운행 자제 ▲하천변·저지대·산사태 위험 지역 접근금지 등 안전에 유의하시기 바랍니다. <안산시장> ,HR
"[강남구청]서울지역 산사태 위기경보 심각단계및호우경보 발령으로 인한 관내 대모산,구룡산,인능산 등 등산로 입산을 통제하고 인근 거주민들께서는 안전에 유의바랍니다. ",HR
"[서초구청] 8.9.(일) 현재 서울지역 호우경보 발효에 따라 양재천, 여의천, 반포천 출입이 통제되고 있으니, 하천출입을 삼가해주시기 바랍니다. ",HR
[서초구청]8.9.(일)서울지역 호우경보로 등산로가 통제되고 있으니 해제시까지 출입을 삼가하고 산림인접 거주민은 유사시 신속하게 안전한곳으로 이동하시기 바랍니다. ,HR
"[은평구청] 8.9.(일) 현재 호우경보 발령에 따라 많은 비가 내리고 있어 하천(불광천, 구파발천) 출입을 통제하고 있으니, 출입을 삼가하여 주시기 바랍니다. ",HR
[구로구청] 금일 호우경보 발령에 따라 구로구 내 하천(안양천·도림천·목감천) 출입을 통제하니 출입을 삼가하고 산사태 및 침수피해 등 안전에 유의하시기 바랍니다. ,HR
"[옹진군청] 금일 14시 현재 호우경보가 발효중으로 산사태 위기발령 심각단계로 비상시 안전한곳(마을회관, 공공기관 면사무소등) 장소로 대피해야 합니다. ",HR
"[안양시청] 호우경보 발효중. 시민들께서는 하천, 지하공간, 산사태 우려지역 등 위험지역에서 대피바랍니다. blog.anyang.go.kr/222052092813 ",HR
"[중랑구청] 현재 호우경보 발효중으로 관내하천(중랑천, 묵동천) 출입을 통제하고 있으니 주민여러분들께서는 하천출입을 삼가하여 주시기 바랍니다. ",HR
[마포구청] 금일 호우경보 발령에 따라 마포구내 하천(불광천·홍제천·향동천) 출입을 통제하니 출입을 삼가하고 산사태 및 침수피해 등 안전에 유의하시기 바랍니다. ,HR
"[양천구청] 금일 호우경보 발령에 따라 안양천 출입을 통제하오니 출입을 삼가고, 산사태 및 침수피해 등 안전에 유의하시기 바랍니다. ",HR
[서대문구청] 금일 호우경보 발령에 따라 서대문구내 하천(홍제천·불광천) 출입을 통제하오니 출입을 삼가시고 침수 피해 등 안전에 유의하시기 바랍니다. ,HR
"[동작구청]8.9.(일) 서울지역 호우경보로 동작구 서달산, 국사봉, 까치산이 통제되고 있으니 출입을 삼가고 산사태 및 침수피해 등 안전에 유의하시기 바랍니다. ",HR
"[관악구청] 8.9.(일) 서울지역 호우경보로 등산객 안전을 위하여 관악산 등산로 출입을 삼가주시기 바라며, 산사태 및 침수피해 등 안전에 유의하시기 바랍니다. ",HR
"[행정안전부] 오늘 07시20분 경남(진주) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
"[행정안전부] 오늘 14시00분 전남(화순) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
"[행정안전부] 오늘 16시40분 경기(양주) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
"[행정안전부] 오늘 22시40분 전북(순창) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
"[행정안전부] 오늘 23시40분 충남(예산,아산,홍성) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
"[충청남도청]오늘 11시 40분 호우경보 발표. 저지대 지역, 침수 우려지역, 산사태 우려지역 등 위험지역에 계시는 분들은 안전한 곳으로 대피하시기 바랍니다 ",HR
"[행정안전부] 오늘 00시00분 경기(안성,용인,평택) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
"[아산시청] 10일 23시 40분 호우경보 발표. 저지대 지역, 침수 우려지역, 산사태 우려지역 등 위험지역에 계시는 분들은 안전한 곳으로 대피하시기 바랍니다 ",HR
"[예산군청] 현재 호우경보 발효중입니다. ▲하상주차장 차량이동 ▲외출 자제 ▲위험지역(저지대, 산사태 및 침수) 인근 주민들은 안전한 곳으로 대피하시기 바랍니다. ",HR
"[행정안전부] 오늘 00시30분 충남(천안) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
[천안시청] 현재 호우경보 발효중. 산사태·침수우려 지역·저지대 지역 등 위험지역 인근 주민은 안전에 유의하시고 사전에 대비하여 주시기 바랍니다. ,HR
"[행정안전부] 오늘 01시00분 충북(음성,충주,진천) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
"[진천군청]금일 01시 부로 진천군 호우경보 발효. 현재 진천군(특히 백곡,이월,광혜원면)에 많은 비가 내리는 중. 주변에 정보를 공유하고 안전에 유의바랍니다. ",HR
[충주시청] 산사태 위기경보 심각단계 및 호우경보 발효 중. 산림 인접지 및 급경사지 등 위험구역 접근을 자제하고 침수피해 우려시 즉시 대피하여 주시기 바랍니다. ,HR
"[천안시청] 호우경보 발효 중. 침수우려, 산사태, 저지대지역 등 주민들은 안전에 유의하시고 외출 및 차량운행을 가급적 자제하여 주시기 바랍니다. ",HR
[진천군청]금일 진천군 호우경보 발효 및 11시 부로 초평저수지 수문을 개방하여 초당90톤 방류예정.하천변 수위가 높아져 피해가 예상되오니 안전에 유의바랍니다. ,HR
[진천군청]금일 호우경보 발효 및 11시 부로 초평저수지 수문을 개방하여 초당80톤 방류. 하천변 피해가 예상되오니 주변에 정보를 공유하고 안전에 유의바랍니다. ,HR
"[행정안전부] 오늘 11시50분 제주(제주산간) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
"[행정안전부] 오늘 13시10분 제주(제주산간) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
"[행정안전부] 오늘 14시40분 전북(완주) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
"[행정안전부] 오늘 15시00분 경기(구리) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
"[행정안전부] 오늘 02시00분 전남(곡성) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
"[행정안전부] 오늘 08시45분 경남(거제) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
"[행정안전부] 오늘 18시10분 충북(보은) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다 ",HR
[서산시청] 현재 집중호우로 인해 해미천 수변 산책로가 침수되어 위험하오니 시민들께서는 안전을 위해 절대 접근을 금하여 주시기 바랍니다. ,HR
[광주광역시]집중호우로 중단되었던 광주역 출발도착 열차운행을 8.9(일) 11:40부터 정상운영합니다. 자세한 운행정보는 코레일(1544-7788)로 문의바랍니다 ,HR
"[화성시청] 금일 집중호우로 인해 통제했던 면도 101호선(상신리 323-63, 상신리 148-10) 통제를 해제하오니 차량운행 시 참고해주시기 바랍니다. ",HR
"[가평군청] 집중호우에 따른 산사태, 저지대침수, 급류휩쓸림, 도로유실 위험이 상당히 높으니 안전에 유의하시기 바랍니다. ",HR
"[구례군청] 집중호우로 인한 급수 중단으로 물이 필요하신 분은 비상급수시설인 구례읍 봉서리 1012-12, 동편제길53, 광의면 연파길30으로 이용하시기 바랍니다 ",HR
"[구례군청] (정정) 집중호우로 인한 급수 중단으로 물이 필요하신 분은 비상급수시설(2곳) 구례읍 봉서리 1012-12, 구례읍 동편제길53을 이용하시기 바랍니다 ",HR
"[장흥군청]최근 집중호우로 급격하게 물이 불어나 안전사고발생 위험이 높으니, 유량이 많은 계곡·하천에서의 물놀이를 금지하여 주시기 바랍니다. ",HR
"[옹진군청] 현재 옹진군 전역 산사태 주의보 발령 상태로, 산사태 취약지역 및 산림 인근 주민은 집중호우 전후 안전한 곳으로 대피해 주시기 바랍니다. ",HR
[구리시청]구리시 산사태 위기경보 “심각” 단계. 산사태 위험이 매우 높은 상황으로 산림 인근 주민과 등산객은 집중호우 전후 안전한 곳으로 대피하시기 바랍니다 ,HR
"[양주시청]현재 양주지역에 집중호우가 내리고 있으니 시민 여러분께서는 하천, 지하공간, 급경사지, 산사태 우려지역 등 위험지역 대피, 외출을 자제하시기 바랍니다. ",HR
[구례군청] (정정)집중호우로 인해 자원봉사자신청이 아니라 수해복구에 필요한 자원봉사자 모집을 하고 있으니 군청 복지기획팀 061)780-2566으로 연락바랍니다 ,HR
"[구리시청]금일 오후부터 집중호우가 예상됨에 따라 왕숙천 둔치 및 한강시민공원 주변으로 접근금지, 외출자제하시고 보행자, 차량은 안전한 곳으로 이동바랍니다 ",HR
"[인천광역시청] 인천 전역 집중호우로 산사태 위기경보 심각단계, 산림 인근 주민은 유사시 신속히 대피하여 안전에 유의바랍니다. ",HR
"[인천중구청] 계속된 집중호우로 피해가 우려되오니, 침수지역, 산사태우려지역, 하천변, 저지대, 해수욕장 등 위험지역 접근을 자제하고 안전에 유의하시기 바랍니다. ",HR
[경기도청] 경기도 산림연접 주민들은 안전지역으로 대피하여 주시기 바랍니다. 특히 천둥번개를 동반한 집중호우시에는 신속히 대피하시기 바랍니다. ,HR
[가평군청] 계속된 집중호우로 지반이 약화되어 산사태 발생 우려가 높으니 산림 인근 주민들은 사전대피 등 안전에 유의하시기 바랍니다. ,HR
[보령시청]계속되는 호우로 산사태 발생 위험이 높음. 산림 및 발생 우려지역 주민과 방문객은 입산 금지 및 산에서 떨어진 안전한 곳으로 대피해 주시기 바랍니다. ,HR
[화성시청] 금일 집중호우로 인한 능동 1221 일원 교통 통제를 해제하오니 차량운행에 참고하시기 바랍니다. ,HR
"[강동구청]집중호우에 따른 하천 수위 상승으로 하천변(고덕천,망월천,대사골천) 침수가 예상되오니 하천접근을 자제하여 주시기 바랍니다. ",HR
[화성시청] 금일 집중호우로 인한 효원지하차도와 반정지하차도의 교통 통제를 해제하오니 차량 운행 시 참고해주시기 바랍니다. ,HR
[장수군청]8.10. 새벽 호우특보가 예보됨에 따라 장수군[751 지방도] 산서-번암간 도로(말치고개) 붕괴 위험으로 차량을 통제하오니 우회하여 주시기 바랍니다. ,HR
"[인천광역시] 인천 집중호우 예상, 상습침수, 산사태우려, 비탈면 붕괴위험 등 재해위험지역 대피, 외출자제 등 안전에 주의바랍니다. ",HR
"[의성군청]장기간 호우로 지반이 연약하여 산사태, 축대붕괴, 하수도범람, 저지대 침수 위험이 높으니, 외출자제, 위험징후 발견시 즉시 대피 등 안전에 유의바랍니다 ",HR
"[중대본] 집중호우 위험, 저지대 침수, 비탈면 붕괴 등 위험지역에서 대피하시기 바랍니다. ",HR
[중대본] 집중호우로 저지대 침수 및 하천 범람 등의 우려가 있으니 피해에 대비 바랍니다. ,HR
"[완도군청] 연일 계속되는 호우로 인해 지반이 포화(약화)되어 산사태 발생우려가 있어 위험발생 우려지역에서는 접근 금지, 대피 등 안전에 주의하시기 바랍니다. ",HR
"[합천군] 집중호우로 인해 합천정수장 원수의 탁도 증가 합천읍, 대양면, 삼가면, 용주면, 쌍백면에 흐린 수돗물이 나올 수 있으니 식수로는 삼가해 주시기 바랍니다 ",HR
"[계룡시청] 집중호우로 인해 지반이 약화되어 산사태 발생 우려가 있으므로 취약지역 접근금지 바라며, 주민께서는 안전한 곳으로 대피하여 주시기 바랍니다. ",HR
"[충남도청] 최근 계속된 호우로 인한 지반약화로 산사태 발생 위험이 있으니, 산림, 급경사지 등 취약지역 인근 도민들께서는 유사시 안전한 곳으로 대피바랍니다. ",HR
[구미시청]금일 18시 집중호우로 인하여 낙동강 체육공원입구(덕산교) 교통이 통제되오니 차량을 우회하여 주시기 바랍니다.. ,HR
"[구미시청]금일 집중호우로 인한 낙동강, 구미천 수위상승으로 둔치내 차량 및 이용객은 안전한지역으로 이동해 주시기 바랍니다 ",HR
"[태안군청] 금일 밤 태안군에 호우예보가 있으니, 산사태 위험지역 및 침수위험지역(하천, 해안가, 저지대 등)에서 대피하여 인명 및 재산피해 없도록 대비 바랍니다 ",HR
"[양주시청] 현재 양주지역 집중호우로 하천수위가 급상승 함에따라 범람 우려가 있으니, 위험지역에서는 안전한 곳으로 대피하여 주시기 바랍니다. ",HR
[김천시청] 집중호우로 인한 황금동 한신아파트 앞 지하차도를 통제하오니 차량운행에 참고하시기 바랍니다. ,HR
[구미시청]금일 집중호우로 구미버스터미널 맞은편 통로박스를 통제하오니 차량운행에 참고하시기 바랍니다 ,HR
[곡성군청] 오늘 밤 갑작스러운 집중호우 시 산사태 취약지역 및 산림연접지 주민들은 안전한 마을회관 등으로 대피하시기 바랍니다. ,HR
[구미시청]금일 22시 집중호우로 인한 낙동강체육공원 입구(덕산교) 교통통제를 해제하오니 차량운행에 참고하시기 바랍니다. ,HR
[진천군청]금일 진천군 호우예비특보 발표. 오늘밤~내일 새벽 호우특보가 발효되어 야간에 많은 비가 내릴 수도 있으니 주민께서는 안전에 유의하여 주시기 바랍니다. ,HR
"[구리시청]집중호우에 따라 왕숙천, 한강 수위 상승중, 둔치주변 접근금지, 보행자, 차량 안전한 곳으로 이동, 왕숙천교 제방도로는 통제되었으니 우회하시기 바랍니다 ",HR
"[중랑구청] 서울지역 집중호우로 인하여 중랑천, 묵동천 수위가 급격히 상승하고 있습니다. 주민분들께서는 하천출입을 삼가하여 주시기 바랍니다. ",HR
[경기도청] 경기도 산림연접 주민들은 안전지역으로 대피하여 주시기 바랍니다. 특히 천둥번개를 동반한 집중호우시에는 신속히 대피하시기 바랍니다. ,HR
"[중앙재난안전대책본부] 집중호우 위험, 저지대 침수, 비탈면 붕괴 등 위험지역에서 대피하시기 바랍니다. ",HR
"[충남도청]도내 산사태 주의보 및 호우특보 발효중▲산사태, 상습침수 등 위험지역 대피▲영농활동 자제▲하천·해안가 등 위험지역 접근금지 등 안전에 주의바랍니다 ",HR
"[가평군청] 계속된 집중호우로 지반이 약화되어 산사태 발생우려가 높으니, 산림 인근 주민들은 사전대피 등 안전에 유의하시기 바랍니다. ",HR
"[광주시청] 기록적인 호우로 산사태 위기경보 ""심각"" 발령. 산사태, 옹벽, 축대 등 피해 위험지역에 계신 분들은 유사시 안전한 곳으로 대피하여 주시기 바랍니다. ",HR
[대전광역시] 호우로 인하여 11시30분 현재 보문교~문창교 구간 하상도로를 통제 중 이오니 우회하시기 바랍니다. ,HR
"[부산광역시청] 오늘 15시 전후로 게릴라성 집중호우가 예상되오니, 시민들께서는 안전에 유의하여 주시기 바랍니다. ",HR
[양구군청]금번 집중호우로 인한 양구읍 상용터널 전기 복구공사 관계로 8.12(수) 9시~18시까지 차량을 통제하오니 우회해 주시기 바랍니다. ,HR
[보령시청]계속되는 호우로 산사태 발생 위험이 높음. 산림 및 발생 우려지역 주민과 방문객은 입산 금지 및 산에서 떨어진 안전한 곳으로 대피해 주시기 바랍니다. ,HR
[양구군청]금번 집중호우로 인한 양구읍 상용터널 전기 복구공사 관계로 8.12(수) 9시~18시까지 차량을 통제하오니 우회해 주시기 바랍니다. ,HR
"[순천시청]이번 집중호우로 계곡,하천은 불어난 물로 인해 위험하오니 안전사고에 유의하시고,여름휴가는 가급적 관내 피서지에서 방역수칙을 준수하며 보내시기 바랍니다. ",HR
"[동래구청] 호우로 인해 온천천 보행로 및 자전거 도로가 침수되어 위험하오니, 주민분들께서는 이용을 제한해주시기 바랍니다. ",HR
"[연제구청] 집중호우로 온천천 수위가 높아져 위험하오니(만조시간 13:58), 주민들께서는 하천 산책로 출입을 삼가시기 바랍니다. ",HR
"[의왕시청] 내일 새벽부터 아침까지 집중호우 예상. 하천변, 저지대, 산사태 위험지역 접근금지 등 안전에 각별히 유의하시기 바랍니다. ",HR
"[서초구청]기상청 호우예비특보 발표에 따라 8.14.(금) 23시부로 양재천,여의천,반포천 출입이 통제되고 있으니, 안전을 위해 하천출입을 삼가 주시기 바랍니다. ",HR
"[구례군청] 이번 집중호우로 인한 민간시설 피해신고를 읍·면사무소에서 8.18.(화)까지 접수하오니, 한분도 빠짐없이 신고하시기 바랍니다. ",HR
"[가평군청] 집중호우에 따른 산사태, 저지대 침수, 급류휩쓸림, 도로유실 등 위험사고 발생이 우려되니 안전에 유의하시기 바랍니다. ",HR
"[구례군청] 이번 집중호우로인해 발생된 사유시설(주택 및 상가, 농경지 등)피해신고를 8월18일(화)까지 빠짐없이 해당 읍·면사무소에 신고하여 주시기바랍니다 ",HR
"[구례군청]집중호우 사유시설(주택,상가,농경지 등)피해신고를 8.18(화)까지 빠짐없이 읍면사무소로 신고바랍니다 연휴(15~17일, 09~18시)에도 접수받습니다 ",HR
"[구례군청] 이번 집중호우로 인해 발생된 사유시설(주택 및 상가, 농경지 등)피해신고를 8월18일(화)까지 빠짐없이 해당 읍·면사무소에 신고하여 주시기 바랍니다. ",HR
"[곡성군청] 8.7~8.8 집중호우로 인해 발생된 사유시설(주택, 농경지 등) 피해신고를 8월18일(화)까지 해당 읍·면사무소에 반드시 신고하여 주시기 바랍니다. ",HR
"[곡성군청]8.7~8.8 집중호우로 인해 발생된 사유시설(주택, 농경지 등) 피해신고를 8월 18일까지 해당 읍면사무소로 반드시 신고하여 주시기 바랍니다. ",HR
"[남원시]7.28~8.11 집중호우로 인해 발생된 사유시설(주택, 농경지 등) 피해신고를 8월 19일까지 해당 읍면동사무소로 반드시 신고하여 주시기 바랍니다. ",HR
"[남원시] 8.20(목)10시~16시 금지면 귀석사거리에서 호우피해주민,중소기업 대상 금융상담버스 운영합니다(보험,대출 등 종합금융 상담지원)많은 이용바랍니다. ",HR
"[남원시]8.20(목)10시~16시 금지면 귀석사거리에서 호우피해주민,중소기업대상 금융상담버스운영합니다(보험,대출 등 종합금융 상담지원)많은 이용 바랍니다. ",HR
[광주광역시]8.7~8.11 집중호우로 인한 피해를 아직 신고하지 않은 시민께서는 8.23(일)까지 피해지 행정복지센터로 신고하시기 바랍니다. ,HR
"[순창군청] 8.7~8.11일 호우에 따른 사유재산(가전제품 등 동산제외)피해를 8.23일 18:00분까지 읍,면사무소에 신고하여주시기 바랍니다. ",HR
[대전광역시] 현재 집중호우로 대전천 하상도로(문창교) 진입통제 중이오니 우회도로를 이용하시기 바랍니다. ,HR
"[영덕군청] 관내 국지성 호우로 피해가 우려됩니다. 산간, 계곡, 하천 야영객들께서는 신속히 안전한 곳으로 대피하여 주시기 바랍니다. ",HR
[익산시청2]산사태 및 급경사지 위험지역 접근금지▲집중호우 피해지역 재피해 예방▲외출 자제 및 취약계층 안부확인 등 사전대비 바랍니다. ,HR
"[함평군청]최근 집중호우로 지반이 약화되어 산사태 발생위험이 높으니, 산사태 취약지역 주민께서는 급경사지·옹벽 등 접근금지 및 안전사고에 주의하시기 바랍니다. ",HR
"[익산시청2]▲농작물, 가축 피해예방▲산사태 및 급경사지 등 위험지역 접근금지▲집중호우 피해지역 재피해 예방▲외출자제 및 취약계층 안부확인 등 사전대비 바랍니다. ",HR
"[충주시청] 호우 피해 위험. 저지대, 지하차도 차량대피, 하천, 절개지 등 위험지역 접근금지, 차량 서행, 논밭관리행위 및 외출자제 등 안전에 주의 바랍니다. ",HR
"[강원도청] 오늘 21:20 횡성 청일면, 평창 대화면 일원 시간당 30~40mm 집중호우 발생. 계곡, 하천급류 접근자제 및 대피, 논밭관리 외출등 자제바랍니다 ",HR
[이천시청] 이천시 호우 및 산사태 경보 발효 중입니다. 산사태취약지역 및 하천변 등 취약지역 주민께서는 안전한 곳으로 사전대피 바랍니다. ,HR
[예천군청] 기상청 통보에 의하면 대기 불안정으로 우리 지역에 단시간에 최대 30mm이상의 많은 비가 예상되니 호우피해 없도록 주의하시기 바랍니다. ,HR
[대전광역시] 밤사이 강우로 06시 현재 대전천 하상도로를 전면 통제 중이오니 출근길 우회도로 이용 바랍니다. ,HR
[대전광역시] 밤사이 강우로 07:30분 현재 갑천대교 언더패스를 전면 통제중이오니 출근길 우회도로 이용 바랍니다. ,HR
[함양군청] 함양군 관내 하천변 주변 산간계곡 위험지역 등 접근 금지하여 주시기 바랍니다. 함양군 강우량 8.5~8 평균 265mm ,HR
[전주시청]어제부터 260mm의 강우가 발생하여 전주천/삼천이 위험수위에 도달 중으로 가급적 외출을 자제하고 재난문자 및 공무원의 대피안내시 협조바랍니다. ,HR
"[진천군청]현재 호우주의보 발효 중.내일 새벽부터 큰비가 내릴 것으로 예보. 산사태위험지역, 하천변 등 위험지역에서는 주변에 정보를 공유하고 안전에 유의바랍니다. ",HR
"[인제군청]현 시각 인제군 호우주의보 발효중. 지속되는 강수로 약해진 지반등에 의한 산사태 우려, 유사 시 마을회관 등 안전장소로 신속대피 하시기 바랍니다. ",HR
"[동래구청]오늘20시 부산에 호우주의보 발효로 시설물 안전관리, 온천천 산책로 및 세병교 등 하부도로 통행주의. 산사태, 축대붕괴 등 안전사고에 유의바랍니다. ",HR
"[금정구청]오늘20시호우주의보발효.온천천 출입자제, 지하차도 진입금지 등 통행유의, 비 피해가 발생하지 않도록 대비바랍니다. ",HR
"[장수군청]금일 14시 장수군 호우주의보 발효. 비닐하우스 결박이나 물꼬, 배수로 점검 등 외부작업과 위험지역 접근을 자제해주시기 바랍니다. ",HR
"[임실군청] 금일 14시 임실지역 호우주의보 발효. 계속된 호우로 지반이 약해진 가운데 침수우려지역, 산사태우려지역 등 위험지역 접근을 자제해 주시기 바랍니다. ",HR
"[남원시청]남원시 호우주의보 발효중입니다. 집중호우로 인하여 지반이 많이 약해져있으니, 산사태 및 침수위험지역 방문자제 하시고 안전에 유의하시기바랍니다. ",HR
[장수군청] 17:00 호우주의보 해제. 집주변 배수로 정비 및 농작물 관리로 2차 피해가 없도록 조치하여 주시기 바랍니다. ,HR
"[도봉구청] 현재 중랑천상류지역인 양주, 의정부에서 내린 강우로 중랑천 수위가 상승되고 있으니 중랑천 이용주민들께서는 지금 즉시 하천 밖으로 대피하시기 바랍니다. ",HR
[관악구청] 금일 강우로 인해 도림천 및 관악산 계곡의 수위 상승으로 안전사고가 우려되니 출입을 금지하여 주시기 바랍니다. ,HR
"[행정안전부] 오늘 18시00분 경북(울릉도.독도) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다. ",HS
"[울산광역시청]오늘 10시 울산지역 대설주의보, 대중교통이용, 농수산물 보호, 내집앞 눈치우기, 눈길 조심하세요. 229-4641~7 ",HS
"[거창군청]오늘 거창군 대설주의보, 대중교통이용, 비닐하우스 눈제거, 내집앞 눈치우기, 눈길 미끄럼 등 조심하세요(940-3620) ",HS
"[하동군청]오늘 9시30분 대설주의보가 발효, 농작물피해와 도로결빙으로 인한 피해가 없도록 안전에 주의바랍니다.055-880-2251 ",HS
"[행정안전부] 오늘 16시10분 강원(양양평지) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다. ",HS
"[행정안전부] 오늘 18시00분 강원(강릉평지) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다. ",HS
"[행정안전부] 오늘 01시 강원중남부산지, 경북북동산지, 태백 대설경보, 대중교통이용, 눈길 미끄럼 등 주의바랍니다. ",HS
"[행정안전부] 오늘 11시30분 경북(울릉도.독도) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다. ",HS
"[행정안전부] 오늘 00시10분 강원(강원중부산지,강원남부산지) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다. ",HS
"[행정안전부] 오늘 23시30분 제주(제주산간) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다. ",HS
"[행정안전부] 오늘 15시00분 경북(울릉도.독도) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다. ",HS
"[행정안전부] 오늘 20시30분 강원(동해평지,삼척평지) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다. ",HS
"[행정안전부] 오늘 17시30분 강원(철원) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다. ",HS
[거창군청] 금일 20:30 대설주의보 발표. 비닐하우스 등 시설물 관리에 유의하시기 바랍니다. 940-3222 ,HS
"[행정안전부] 오늘 00시00분 전북(진안) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다. ",HS
"[행정안전부] 오늘 05시30분 경북(울릉도.독도),제주(제주산간) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다. ",HS
"[행정안전부] 오늘 06시30분 전북(임실) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다. ",HS
"[장흥군청] 현재 우리지역 대설주의보 발효중. 지붕 및 집 앞 눈 치우기, 야외 활동 자제, 외출 시 대중교통 이용, 차량 체인 구비 등 조치하시기 바랍니다. ",HS
"[행정안전부] 오늘 09시20분 경기(포천) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다. ",HS
